Date,Canton,Blood_Type,Blood_in_Liter,Demand_in_Liter
2023-01-22,UR,B-,15.54,9.91
2023-01-22,UR,AB+,6.3,4.49
2023-01-22,UR,AB-,13.1,9.8
2023-01-22,UR,0+,9.99,6.6
2023-01-22,UR,0-,3.04,6.67
2023-01-22,SZ,A+,15.37,13.05
2023-01-22,SZ,A-,9.67,7.87
2023-01-22,SZ,B+,9.57,6.06
2023-01-22,SZ,B-,19.11,10.8
2023-01-22,SZ,AB+,13.61,9.04
2023-01-22,SZ,AB-,16.63,11.54
2023-01-22,SZ,0+,8.81,5.46
2023-01-22,SZ,0-,24.3,13.41
2023-01-22,OW,A+,0.93,2.76
2023-01-22,OW,A-,5.79,3.8
2023-01-22,OW,B+,3.87,1.95
2023-01-22,OW,B-,2.8,2.23
2023-01-22,OW,AB+,3.2,1.84
2023-01-22,OW,AB-,3.95,2.4
2023-01-22,OW,0+,3.85,2.01
2023-01-22,OW,0-,4.04,3.14
2023-01-22,NW,A+,3.9,2.5
2023-01-22,NW,A-,5.47,3.59
2023-01-22,NW,B+,2.13,5.61
2023-01-22,NW,B-,4.22,2.57
2023-01-22,NW,AB+,10.07,5.9
2023-01-22,NW,AB-,6.82,5.59
2023-01-22,NW,0+,6.7,4.67
2023-01-22,NW,0-,4.89,3.16
2023-01-22,GL,A+,9.08,5.1
2023-01-22,GL,A-,8.16,4.63
2023-01-22,GL,B+,4.36,3.08
2023-01-22,GL,B-,8.55,4.86
2023-01-22,GL,AB+,3.78,2.93
2023-01-22,GL,AB-,2.64,2.19
2023-01-22,GL,0+,6.55,3.85
2023-01-22,GL,0-,4.2,2.11
2023-01-22,ZG,A+,2.28,5.51
2023-01-22,ZG,A-,7.21,5.63
2023-01-22,ZG,B+,8.34,7.94
2023-01-22,ZG,B-,7.36,4.32
2023-01-22,ZG,AB+,13.52,7.48
2023-01-22,ZG,AB-,8.65,5.39
2023-01-22,ZG,0+,8.53,6.54
2023-01-22,ZG,0-,2.75,5.15
2023-01-22,FR,A+,4.42,10.58
2023-01-22,FR,A-,1.88,4.09
2023-01-22,FR,B+,8.12,4.44
2023-01-22,FR,B-,13.5,7.38
2023-01-22,FR,AB+,10.52,9.83
2023-01-22,FR,AB-,10.15,7.23
2023-01-22,FR,0+,14.25,9.87
2023-01-22,FR,0-,14.95,11.69
2023-01-22,SO,A+,11.01,7.78
2023-01-22,SO,A-,18.29,11.98
2023-01-22,SO,B+,10.71,8.67
2023-01-22,SO,B-,34.06,17.8
2023-01-22,SO,AB+,5.05,8.95
2023-01-22,SO,AB-,26.31,13.69
2023-01-22,SO,0+,16.73,13.02
2023-01-22,SO,0-,29.19,16.68
2023-01-22,BS,A+,14.42,11.29
2023-01-22,BS,A-,10.32,8.52
2023-01-22,BS,B+,12.35,8.36
2023-01-22,BS,B-,7.98,11.77
2023-01-22,BS,AB+,21.37,11.24
2023-01-22,BS,AB-,17.86,11.15
2023-01-22,BS,0+,4.16,10.05
2023-01-22,BS,0-,7.93,5.18
2023-01-22,BL,A+,6.28,16.14
2023-01-22,BL,A-,31.75,20.56
2023-01-22,BL,B+,13.08,11.99
2023-01-22,BL,B-,18.77,11.85
2023-01-22,BL,AB+,9.16,7.39
2023-01-22,BL,AB-,10.39,8.8
2023-01-22,BL,0+,24.63,12.53
2023-01-22,BL,0-,16.22,14.54
2023-01-22,SH,A+,9.75,7.13
2023-01-22,SH,A-,4.86,3.99
2023-01-22,SH,B+,15.15,8.17
2023-01-22,SH,B-,7.65,4.4
2023-01-22,SH,AB+,5.27,3.53
2023-01-22,SH,AB-,8.87,6.35
2023-01-22,SH,0+,5.57,4.47
2023-01-22,SH,0-,1.86,5.68
2023-01-22,AR,A+,8.18,5.79
2023-01-22,AR,A-,6.03,4.56
2023-01-22,AR,B+,1.72,4.2
2023-01-22,AR,B-,7.42,6.13
2023-01-22,AR,AB+,6.93,4.72
2023-01-22,AR,AB-,7.67,4.45
2023-01-22,AR,0+,7.49,5.53
2023-01-22,AR,0-,7.45,5.08
2023-01-22,AI,A+,0.5,1.43
2023-01-22,AI,A-,3.25,2.53
2023-01-22,AI,B+,2.98,2.5
2023-01-22,AI,B-,4.49,2.98
2023-01-22,AI,AB+,3.33,2.39
2023-01-22,AI,AB-,3.93,2.16
2023-01-22,AI,0+,2.87,2.08
2023-01-22,AI,0-,1.26,1.03
2023-01-22,SG,A+,18.52,17.76
2023-01-22,SG,A-,24.67,18.01
2023-01-22,SG,B+,14.22,9.08
2023-01-22,SG,B-,21.38,14.4
2023-01-22,SG,AB+,19.27,10.53
2023-01-22,SG,AB-,17.99,14.79
2023-01-22,SG,0+,16.9,11.14
2023-01-22,SG,0-,30.36,17.77
2023-01-22,GR,A+,12.88,8.25
2023-01-22,GR,A-,9.95,8.29
2023-01-22,GR,B+,14.69,11.77
2023-01-22,GR,B-,17.38,13.39
2023-01-22,GR,AB+,19.66,10.76
2023-01-22,GR,AB-,15.34,9.78
2023-01-22,GR,0+,25.62,16.35
2023-01-22,GR,0-,14.95,11.08
2023-01-22,AG,A+,15.4,8.2
2023-01-22,AG,A-,36.64,23.34
2023-01-22,AG,B+,43.85,23.9
2023-01-22,AG,B-,35.2,22.02
2023-01-22,AG,AB+,43.28,21.67
2023-01-22,AG,AB-,12.2,9.74
2023-01-22,AG,0+,11.49,8.13
2023-01-22,AG,0-,15.36,10.71
2023-01-22,TG,A+,2.72,8.52
2023-01-22,TG,A-,22.18,11.6
2023-01-22,TG,B+,16.76,11.75
2023-01-22,TG,B-,14.29,10.92
2023-01-22,TG,AB+,12.95,8.98
2023-01-22,TG,AB-,10.57,8.06
2023-01-22,TG,0+,7.87,6.66
2023-01-22,TG,0-,16.46,9.94
2023-01-22,TI,A+,15.92,8.09
2023-01-22,TI,A-,21.74,14.51
2023-01-22,TI,B+,25.97,16.33
2023-01-22,TI,B-,20.15,11.31
2023-01-22,TI,AB+,24.48,17.95
2023-01-22,TI,AB-,10.37,6.87
2023-01-22,TI,0+,6.31,11.36
2023-01-22,TI,0-,19.34,12.88
2023-01-22,VD,A+,30.39,18.59
2023-01-22,VD,A-,29.82,23.99
2023-01-22,VD,B+,17.32,13.06
2023-01-22,VD,B-,9.96,20.7
2023-01-22,VD,AB+,29.22,24.31
2023-01-22,VD,AB-,36.3,23.24
2023-01-22,VD,0+,19.99,14.32
2023-01-22,VD,0-,37.33,19.3
2023-01-22,VS,A+,20.23,10.8
2023-01-22,VS,A-,29.96,18.94
2023-01-22,VS,B+,21.17,16.1
2023-01-22,VS,B-,6.58,18.63
2023-01-22,VS,AB+,25.75,19.49
2023-01-22,VS,AB-,11.43,10.82
2023-01-22,VS,0+,17.24,9.35
2023-01-22,VS,0-,10.58,8.44
2023-01-22,NE,A+,14.32,8.72
2023-01-22,NE,A-,7.38,5.8
2023-01-22,NE,B+,15.98,8.92
2023-01-22,NE,B-,11.19,7.99
2023-01-22,NE,AB+,2.31,5.58
2023-01-22,NE,AB-,5.49,4.25
2023-01-22,NE,0+,12.83,8.68
2023-01-22,NE,0-,8.81,4.58
2023-01-22,GE,A+,30.41,15.71
2023-01-22,GE,A-,17.57,26.73
2023-01-22,GE,B+,23.41,18.32
2023-01-22,GE,B-,6.49,15.21
2023-01-22,GE,AB+,30.46,20.96
2023-01-22,GE,AB-,18.45,9.27
2023-01-22,GE,0+,23.79,23.26
2023-01-22,GE,0-,16.76,13.39
2023-01-22,JU,A+,2.36,2.16
2023-01-22,JU,A-,8.34,5.32
2023-01-22,JU,B+,1.03,3.58
2023-01-22,JU,B-,7.7,4.3
2023-01-22,JU,AB+,0.66,2.16
2023-01-22,JU,AB-,8.25,4.25
2023-01-22,JU,0+,5.2,3.78
2023-01-22,JU,0-,8.62,5.64
2023-01-29,ZH,A+,31.1,21.48
2023-01-29,ZH,A-,27.28,17.2
2023-01-29,ZH,B+,31.46,24.02
2023-01-29,ZH,B-,56.31,41.94
2023-01-29,ZH,AB+,65.53,35.78
2023-01-29,ZH,AB-,32.31,24.36
2023-01-29,ZH,0+,55.48,29.31
2023-01-29,ZH,0-,44.28,35.36
2023-01-29,BE,A+,15.53,11.75
2023-01-29,BE,A-,16.36,11.59
2023-01-29,BE,B+,30.23,21.27
2023-01-29,BE,B-,12.1,29.28
2023-01-29,BE,AB+,46.57,26.28
2023-01-29,BE,AB-,27.17,27.06
2023-01-29,BE,0+,30.08,26.3
2023-01-29,BE,0-,28.75,16.83
2023-01-29,LU,A+,25.74,23.33
2023-01-29,LU,A-,15.4,12.03
2023-01-29,LU,B+,33.39,19.73
2023-01-29,LU,B-,32.68,23.71
2023-01-29,LU,AB+,26.82,19.32
2023-01-29,LU,AB-,14.14,14.59
2023-01-29,LU,0+,34.06,22.26
2023-01-29,LU,0-,9.94,8.26
2023-01-29,UR,A+,3.62,10.06
2023-01-29,UR,A-,5.14,4.93
2023-01-29,UR,B+,8.87,5.56
2023-01-29,UR,B-,18.6,9.43
2023-01-29,UR,AB+,15.0,10.13
2023-01-29,UR,AB-,16.87,10.47
2023-01-29,UR,0+,10.43,7.67
2023-01-29,UR,0-,5.79,4.57
2023-01-29,SZ,A+,20.71,13.49
2023-01-29,SZ,A-,8.89,5.26
2023-01-29,SZ,B+,4.02,9.68
2023-01-29,SZ,B-,11.65,9.09
2023-01-29,SZ,AB+,6.27,4.8
2023-01-29,SZ,AB-,6.41,5.11
2023-01-29,SZ,0+,16.42,12.56
2023-01-29,SZ,0-,15.07,9.42
2023-01-29,OW,A+,4.42,4.3
2023-01-29,OW,A-,8.63,4.39
2023-01-29,OW,B+,6.77,4.32
2023-01-29,OW,B-,0.91,2.89
2023-01-29,OW,AB+,4.02,3.56
2023-01-29,OW,AB-,4.79,2.7
2023-01-29,OW,0+,1.57,3.73
2023-01-29,OW,0-,5.83,4.43
2023-01-29,NW,A+,5.83,5.98
2023-01-29,NW,A-,7.09,4.51
2023-01-29,NW,B+,3.41,3.45
2023-01-29,NW,B-,5.07,2.75
2023-01-29,NW,AB+,8.66,4.92
2023-01-29,NW,AB-,8.59,5.34
2023-01-29,NW,0+,4.23,2.71
2023-01-29,NW,0-,10.07,5.4
2023-01-29,GL,A+,8.82,5.54
2023-01-29,GL,A-,5.79,3.78
2023-01-29,GL,B+,5.51,3.38
2023-01-29,GL,B-,6.77,5.42
2023-01-29,GL,AB+,3.49,2.51
2023-01-29,GL,AB-,7.11,4.79
2023-01-29,GL,0+,6.14,5.49
2023-01-29,GL,0-,4.79,2.73
2023-01-29,ZG,A+,8.64,7.87
2023-01-29,ZG,A-,5.45,4.44
2023-01-29,ZG,B+,2.69,7.08
2023-01-29,ZG,B-,9.38,4.96
2023-01-29,ZG,AB+,7.8,6.01
2023-01-29,ZG,AB-,8.82,4.95
2023-01-29,ZG,0+,7.82,4.59
2023-01-29,ZG,0-,7.05,3.76
2023-01-29,FR,A+,12.86,6.65
2023-01-29,FR,A-,16.86,11.61
2023-01-29,FR,B+,4.51,4.62
2023-01-29,FR,B-,21.19,10.97
2023-01-29,FR,AB+,11.78,7.53
2023-01-29,FR,AB-,6.35,5.18
2023-01-29,FR,0+,10.17,6.27
2023-01-29,FR,0-,1.26,4.52
2023-01-29,SO,A+,28.81,16.65
2023-01-29,SO,A-,8.08,15.91
2023-01-29,SO,B+,15.74,12.45
2023-01-29,SO,B-,10.77,6.36
2023-01-29,SO,AB+,23.31,12.41
2023-01-29,SO,AB-,23.67,13.82
2023-01-29,SO,0+,12.57,6.52
2023-01-29,SO,0-,28.81,15.92
2023-01-29,BS,A+,15.87,8.95
2023-01-29,BS,A-,17.88,13.29
2023-01-29,BS,B+,27.13,13.64
2023-01-29,BS,B-,22.93,11.98
2023-01-29,BS,AB+,8.65,7.19
2023-01-29,BS,AB-,14.5,12.21
2023-01-29,BS,0+,10.16,6.52
2023-01-29,BS,0-,2.53,6.52
2023-01-29,BL,A+,5.45,11.68
2023-01-29,BL,A-,23.69,19.9
2023-01-29,BL,B+,26.58,14.04
2023-01-29,BL,B-,21.79,12.63
2023-01-29,BL,AB+,20.17,10.66
2023-01-29,BL,AB-,12.05,12.39
2023-01-29,BL,0+,21.55,14.68
2023-01-29,BL,0-,14.0,9.05
2023-01-29,SH,A+,2.81,6.94
2023-01-29,SH,A-,17.07,8.97
2023-01-29,SH,B+,7.6,3.93
2023-01-29,SH,B-,7.4,3.91
2023-01-29,SH,AB+,11.16,7.22
2023-01-29,SH,AB-,14.68,8.45
2023-01-29,SH,0+,11.75,8.83
2023-01-29,SH,0-,15.45,7.73
2023-01-29,AR,A+,7.17,5.71
2023-01-29,AR,A-,0.82,3.02
2023-01-29,AR,B+,8.25,6.55
2023-01-29,AR,B-,7.16,6.32
2023-01-29,AR,AB+,5.52,4.11
2023-01-29,AR,AB-,4.58,2.94
2023-01-29,AR,0+,5.86,3.39
2023-01-29,AR,0-,5.48,3.13
2023-01-29,AI,A+,4.9,2.8
2023-01-29,AI,A-,2.11,1.64
2023-01-29,AI,B+,1.83,1.48
2023-01-29,AI,B-,3.64,2.01
2023-01-29,AI,AB+,4.49,2.61
2023-01-29,AI,AB-,3.42,2.34
2023-01-29,AI,0+,3.23,2.72
2023-01-29,AI,0-,3.44,1.87
2023-01-29,SG,A+,9.72,23.42
2023-01-29,SG,A-,43.64,22.69
2023-01-29,SG,B+,10.57,26.55
2023-01-29,SG,B-,9.31,21.86
2023-01-29,SG,AB+,17.88,12.09
2023-01-29,SG,AB-,33.55,24.37
2023-01-29,SG,0+,20.48,15.53
2023-01-29,SG,0-,48.8,24.45
2023-01-29,GR,A+,14.36,11.94
2023-01-29,GR,A-,18.62,12.9
2023-01-29,GR,B+,17.03,17.21
2023-01-29,GR,B-,4.97,13.61
2023-01-29,GR,AB+,13.0,7.78
2023-01-29,GR,AB-,29.21,16.8
2023-01-29,GR,0+,20.21,12.11
2023-01-29,GR,0-,15.71,13.49
2023-01-29,AG,A+,12.0,10.37
2023-01-29,AG,A-,31.04,20.0
2023-01-29,AG,B+,37.8,20.65
2023-01-29,AG,B-,32.58,22.32
2023-01-29,AG,AB+,2.33,9.21
2023-01-29,AG,AB-,29.37,23.71
2023-01-29,AG,0+,17.62,10.5
2023-01-29,AG,0-,17.06,13.36
2023-01-29,TG,A+,7.39,5.03
2023-01-29,TG,A-,19.14,12.32
2023-01-29,TG,B+,16.24,12.12
2023-01-29,TG,B-,11.54,6.0
2023-01-29,TG,AB+,18.26,9.77
2023-01-29,TG,AB-,16.5,11.77
2023-01-29,TG,0+,10.23,7.26
2023-01-29,TG,0-,11.8,9.59
2023-01-29,TI,A+,9.64,7.33
2023-01-29,TI,A-,4.67,16.95
2023-01-29,TI,B+,19.97,12.54
2023-01-29,TI,B-,27.22,14.26
2023-01-29,TI,AB+,15.65,11.54
2023-01-29,TI,AB-,24.54,13.77
2023-01-29,TI,0+,10.49,7.91
2023-01-29,TI,0-,17.32,9.59
2023-01-29,VD,A+,29.13,29.46
2023-01-29,VD,A-,40.93,21.71
2023-01-29,VD,B+,49.27,28.1
2023-01-29,VD,B-,20.94,13.71
2023-01-29,VD,AB+,40.8,28.77
2023-01-29,VD,AB-,33.23,29.23
2023-01-29,VD,0+,10.07,31.01
2023-01-29,VD,0-,55.77,32.67
2023-01-29,VS,A+,16.39,16.51
2023-01-29,VS,A-,21.78,13.1
2023-01-29,VS,B+,23.32,15.73
2023-01-29,VS,B-,25.56,15.85
2023-01-29,VS,AB+,15.16,10.85
2023-01-29,VS,AB-,16.44,12.23
2023-01-29,VS,0+,17.97,10.88
2023-01-29,VS,0-,10.88,11.24
2023-01-29,NE,A+,3.67,3.0
2023-01-29,NE,A-,10.04,6.48
2023-01-29,NE,B+,9.93,7.37
2023-01-29,NE,B-,7.2,3.8
2023-01-29,NE,AB+,5.0,8.56
2023-01-29,NE,AB-,13.18,8.68
2023-01-29,NE,0+,6.4,5.18
2023-01-29,NE,0-,9.53,7.86
2023-01-29,GE,A+,27.04,17.36
2023-01-29,GE,A-,22.34,15.07
2023-01-29,GE,B+,13.08,13.31
2023-01-29,GE,B-,6.96,24.07
2023-01-29,GE,AB+,28.61,14.75
2023-01-29,GE,AB-,13.59,10.0
2023-01-29,GE,0+,29.07,15.13
2023-01-29,GE,0-,21.02,19.9
2023-01-29,JU,A+,8.26,4.59
2023-01-29,JU,A-,5.64,3.4
2023-01-29,JU,B+,2.1,5.13
2023-01-29,JU,B-,7.52,4.72
2023-01-29,JU,AB+,8.01,5.97
2023-01-29,JU,AB-,7.66,5.27
2023-01-29,JU,0+,4.64,3.23
2023-01-29,JU,0-,5.05,3.81
2023-02-05,ZH,A+,59.83,38.68
2023-02-05,ZH,A-,33.79,23.0
2023-02-05,ZH,B+,36.88,24.42
2023-02-05,ZH,B-,76.39,42.74
2023-02-05,ZH,AB+,64.25,40.77
2023-02-05,ZH,AB-,14.77,37.65
2023-02-05,ZH,0+,41.21,42.12
2023-02-05,ZH,0-,86.22,43.38
2023-02-05,BE,A+,22.05,17.64
2023-02-05,BE,A-,50.29,28.66
2023-02-05,BE,B+,32.79,26.16
2023-02-05,BE,B-,32.48,17.09
2023-02-05,BE,AB+,4.21,13.38
2023-02-05,BE,AB-,28.3,27.82
2023-02-05,BE,0+,27.54,15.18
2023-02-05,BE,0-,25.57,20.88
2023-02-05,LU,A+,3.91,9.42
2023-02-05,LU,A-,33.9,22.94
2023-02-05,LU,B+,35.18,22.49
2023-02-05,LU,B-,17.06,11.42
2023-02-05,LU,AB+,14.99,9.42
2023-02-05,LU,AB-,7.44,19.57
2023-02-05,LU,0+,25.4,16.59
2023-02-05,LU,0-,3.19,12.17
2023-02-05,UR,A+,8.9,5.15
2023-02-05,UR,A-,18.75,10.5
2023-02-05,UR,B+,9.9,6.05
2023-02-05,UR,B-,15.12,8.07
2023-02-05,UR,AB+,13.98,8.19
2023-02-05,UR,AB-,7.59,4.93
2023-02-05,UR,0+,8.05,5.48
2023-02-05,UR,0-,9.41,6.58
2023-02-05,SZ,A+,17.93,13.29
2023-02-05,SZ,A-,4.92,4.83
2023-02-05,SZ,B+,19.85,10.67
2023-02-05,SZ,B-,12.66,13.03
2023-02-05,SZ,AB+,16.44,12.95
2023-02-05,SZ,AB-,4.66,13.09
2023-02-05,SZ,0+,18.47,10.5
2023-02-05,SZ,0-,12.39,8.98
2023-02-05,OW,A+,4.06,2.5
2023-02-05,OW,A-,3.87,2.23
2023-02-05,OW,B+,3.21,2.83
2023-02-05,OW,B-,6.96,3.58
2023-02-05,OW,AB+,1.54,3.39
2023-02-05,OW,AB-,4.11,3.32
2023-02-05,OW,0+,5.88,4.23
2023-02-05,OW,0-,1.08,4.06
2023-02-05,NW,A+,9.02,4.83
2023-02-05,NW,A-,3.52,2.65
2023-02-05,NW,B+,4.92,3.73
2023-02-05,NW,B-,6.48,5.25
2023-02-05,NW,AB+,1.69,4.52
2023-02-05,NW,AB-,2.46,2.07
2023-02-05,NW,0+,9.05,5.21
2023-02-05,NW,0-,6.55,4.56
2023-02-05,GL,A+,8.96,5.77
2023-02-05,GL,A-,1.55,3.98
2023-02-05,GL,B+,7.86,4.11
2023-02-05,GL,B-,4.15,3.56
2023-02-05,GL,AB+,6.15,3.93
2023-02-05,GL,AB-,4.24,3.11
2023-02-05,GL,0+,6.48,3.29
2023-02-05,GL,0-,8.78,4.81
2023-02-05,ZG,A+,7.6,5.01
2023-02-05,ZG,A-,8.28,5.64
2023-02-05,ZG,B+,2.7,5.14
2023-02-05,ZG,B-,5.92,4.91
2023-02-05,ZG,AB+,7.91,4.78
2023-02-05,ZG,AB-,9.44,7.83
2023-02-05,ZG,0+,6.6,5.97
2023-02-05,ZG,0-,7.99,4.51
2023-02-05,FR,A+,13.35,10.04
2023-02-05,FR,A-,6.1,4.6
2023-02-05,FR,B+,4.26,10.39
2023-02-05,FR,B-,7.5,4.11
2023-02-05,FR,AB+,11.74,5.88
2023-02-05,FR,AB-,15.64,10.65
2023-02-05,FR,0+,7.19,4.14
2023-02-05,FR,0-,13.49,8.69
2023-02-05,SO,A+,19.81,13.9
2023-02-05,SO,A-,26.51,14.84
2023-02-05,SO,B+,14.71,7.46
2023-02-05,SO,B-,11.14,8.76
2023-02-05,SO,AB+,24.77,17.84
2023-02-05,SO,AB-,16.86,12.27
2023-02-05,SO,0+,18.59,10.83
2023-02-05,SO,0-,11.44,8.24
2023-02-05,BS,A+,10.11,8.37
2023-02-05,BS,A-,12.79,8.39
2023-02-05,BS,B+,20.0,11.72
2023-02-05,BS,B-,19.48,12.83
2023-02-05,BS,AB+,9.51,6.05
2023-02-05,BS,AB-,8.62,8.04
2023-02-05,BS,0+,9.99,8.77
2023-02-05,BS,0-,17.78,11.27
2023-02-05,BL,A+,20.87,11.86
2023-02-05,BL,A-,26.39,14.69
2023-02-05,BL,B+,20.55,11.57
2023-02-05,BL,B-,12.25,9.55
2023-02-05,BL,AB+,23.42,16.8
2023-02-05,BL,AB-,21.55,12.61
2023-02-05,BL,0+,18.03,10.84
2023-02-05,BL,0-,35.03,17.66
2023-02-05,SH,A+,5.57,4.12
2023-02-05,SH,A-,11.07,8.76
2023-02-05,SH,B+,6.57,5.15
2023-02-05,SH,B-,3.28,5.28
2023-02-05,SH,AB+,13.36,8.63
2023-02-05,SH,AB-,13.66,8.91
2023-02-05,SH,0+,13.13,8.25
2023-02-05,SH,0-,8.04,4.7
2023-02-05,AR,A+,5.96,3.25
2023-02-05,AR,A-,4.55,4.15
2023-02-05,AR,B+,7.67,7.14
2023-02-05,AR,B-,7.2,4.15
2023-02-05,AR,AB+,10.16,5.5
2023-02-05,AR,AB-,12.39,6.48
2023-02-05,AR,0+,3.94,6.43
2023-02-05,AR,0-,10.42,6.09
2023-02-05,AI,A+,3.32,2.54
2023-02-05,AI,A-,3.48,2.03
2023-02-05,AI,B+,2.8,2.15
2023-02-05,AI,B-,0.86,2.5
2023-02-05,AI,AB+,1.83,1.26
2023-02-05,AI,AB-,1.87,1.5
2023-02-05,AI,0+,0.87,2.97
2023-02-05,AI,0-,2.89,2.17
2023-02-05,SG,A+,24.89,20.51
2023-02-05,SG,A-,13.58,9.79
2023-02-05,SG,B+,23.78,17.92
2023-02-05,SG,B-,23.65,16.71
2023-02-05,SG,AB+,19.47,10.75
2023-02-05,SG,AB-,17.92,13.69
2023-02-05,SG,0+,31.76,17.58
2023-02-05,SG,0-,11.0,10.99
2023-02-05,GR,A+,24.44,16.45
2023-02-05,GR,A-,31.39,17.85
2023-02-05,GR,B+,23.13,18.59
2023-02-05,GR,B-,10.09,8.25
2023-02-05,GR,AB+,13.55,12.55
2023-02-05,GR,AB-,11.83,8.67
2023-02-05,GR,0+,5.74,18.6
2023-02-05,GR,0-,14.02,14.23
2023-02-05,AG,A+,19.83,13.71
2023-02-05,AG,A-,18.15,10.98
2023-02-05,AG,B+,26.01,21.72
2023-02-05,AG,B-,34.7,19.44
2023-02-05,AG,AB+,20.86,17.05
2023-02-05,AG,AB-,29.07,23.64
2023-02-05,AG,0+,33.12,19.55
2023-02-05,AG,0-,40.96,21.3
2023-02-05,TG,A+,1.3,4.71
2023-02-05,TG,A-,11.23,7.77
2023-02-05,TG,B+,9.1,7.39
2023-02-05,TG,B-,8.29,6.03
2023-02-05,TG,AB+,13.68,7.57
2023-02-05,TG,AB-,16.38,11.19
2023-02-05,TG,0+,18.08,9.81
2023-02-05,TG,0-,12.42,8.62
2023-02-05,TI,A+,15.92,12.68
2023-02-05,TI,A-,3.99,13.22
2023-02-05,TI,B+,4.9,12.25
2023-02-05,TI,B-,13.0,9.91
2023-02-05,TI,AB+,14.96,10.99
2023-02-05,TI,AB-,4.9,9.92
2023-02-05,TI,0+,18.51,10.39
2023-02-05,TI,0-,28.13,15.93
2023-02-05,VD,A+,40.71,32.48
2023-02-05,VD,A-,21.66,15.78
2023-02-05,VD,B+,39.08,25.95
2023-02-05,VD,B-,66.57,34.54
2023-02-05,VD,AB+,27.44,22.76
2023-02-05,VD,AB-,37.4,28.65
2023-02-05,VD,0+,47.92,33.42
2023-02-05,VD,0-,7.14,27.47
2023-02-05,VS,A+,11.6,8.57
2023-02-05,VS,A-,25.89,16.27
2023-02-05,VS,B+,15.32,11.41
2023-02-05,VS,B-,22.53,15.35
2023-02-05,VS,AB+,16.66,14.59
2023-02-05,VS,AB-,18.81,12.24
2023-02-05,VS,0+,18.37,12.43
2023-02-05,VS,0-,33.2,17.17
2023-02-05,NE,A+,8.66,5.31
2023-02-05,NE,A-,8.57,5.23
2023-02-05,NE,B+,10.3,6.44
2023-02-05,NE,B-,2.63,7.48
2023-02-05,NE,AB+,8.73,8.99
2023-02-05,NE,AB-,5.88,3.14
2023-02-05,NE,0+,7.28,4.17
2023-02-05,NE,0-,6.17,3.31
2023-02-05,GE,A+,20.38,15.98
2023-02-05,GE,A-,34.03,24.94
2023-02-05,GE,B+,21.82,18.37
2023-02-05,GE,B-,19.69,12.78
2023-02-05,GE,AB+,14.9,9.06
2023-02-05,GE,AB-,28.03,16.02
2023-02-05,GE,0+,26.24,24.98
2023-02-05,GE,0-,21.26,16.02
2023-02-05,JU,A+,8.94,4.71
2023-02-05,JU,A-,2.39,2.28
2023-02-05,JU,B+,2.91,2.05
2023-02-05,JU,B-,0.72,2.84
2023-02-05,JU,AB+,6.0,3.81
2023-02-05,JU,AB-,5.8,4.36
2023-02-05,JU,0+,4.54,2.6
2023-02-05,JU,0-,4.68,3.02
2023-02-12,ZH,A+,31.52,27.17
2023-02-12,ZH,A-,54.68,31.08
2023-02-12,ZH,B+,62.95,37.2
2023-02-12,ZH,B-,28.52,21.39
2023-02-12,ZH,AB+,68.99,37.8
2023-02-12,ZH,AB-,48.78,34.84
2023-02-12,ZH,0+,24.62,18.82
2023-02-12,ZH,0-,19.59,18.3
2023-02-12,BE,A+,28.41,18.22
2023-02-12,BE,A-,21.88,13.25
2023-02-12,BE,B+,7.87,14.72
2023-02-12,BE,B-,17.56,12.41
2023-02-12,BE,AB+,12.72,12.23
2023-02-12,BE,AB-,9.68,28.24
2023-02-12,BE,0+,54.74,29.18
2023-02-12,BE,0-,36.49,24.79
2023-02-12,LU,A+,24.17,16.28
2023-02-12,LU,A-,19.09,10.8
2023-02-12,LU,B+,16.53,13.74
2023-02-12,LU,B-,26.33,18.87
2023-02-12,LU,AB+,26.73,19.92
2023-02-12,LU,AB-,30.05,21.07
2023-02-12,LU,0+,19.48,12.7
2023-02-12,LU,0-,17.9,16.14
2023-02-12,UR,A+,3.59,8.84
2023-02-12,UR,A-,7.73,5.7
2023-02-12,UR,B+,14.04,8.01
2023-02-12,UR,B-,14.53,8.66
2023-02-12,UR,AB+,7.98,5.84
2023-02-12,UR,AB-,10.48,8.1
2023-02-12,UR,0+,6.21,3.51
2023-02-12,UR,0-,8.64,5.72
2023-02-12,SZ,A+,11.07,5.54
2023-02-12,SZ,A-,18.45,12.99
2023-02-12,SZ,B+,3.83,7.86
2023-02-12,SZ,B-,17.98,12.8
2023-02-12,SZ,AB+,15.37,7.78
2023-02-12,SZ,AB-,13.55,13.26
2023-02-12,SZ,0+,8.23,5.91
2023-02-12,SZ,0-,9.34,7.42
2023-02-12,OW,A+,0.57,1.61
2023-02-12,OW,A-,7.36,4.22
2023-02-12,OW,B+,0.85,2.12
2023-02-12,OW,B-,3.27,1.8
2023-02-12,OW,AB+,4.87,4.07
2023-02-12,OW,AB-,2.44,1.57
2023-02-12,OW,0+,6.06,3.31
2023-02-12,OW,0-,7.34,3.74
2023-02-12,NW,A+,3.3,2.46
2023-02-12,NW,A-,1.4,5.09
2023-02-12,NW,B+,3.74,2.42
2023-02-12,NW,B-,3.85,2.02
2023-02-12,NW,AB+,5.98,3.44
2023-02-12,NW,AB-,2.59,2.02
2023-02-12,NW,0+,6.19,3.93
2023-02-12,NW,0-,7.01,4.56
